"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 08, 2017","0.00636","0.00635","0.00646","0.00620","2.45M","0.22"
"Feb 07, 2017","0.00635","0.00635","0.00646","0.00625","1.03M","-0.11"
"Feb 06, 2017","0.00635","0.00634","0.00639","0.00627","425.02K","0.17"
"Feb 05, 2017","0.00634","0.00644","0.00646","0.00625","1.11M","-1.58"
"Feb 04, 2017","0.00644","0.00639","0.00647","0.00625","675.99K","0.81"
"Feb 03, 2017","0.00639","0.00640","0.00643","0.00625","1.01M","-0.13"
"Feb 02, 2017","0.00640","0.00648","0.00659","0.00640","857.66K","-1.19"
"Feb 01, 2017","0.00648","0.00626","0.00670","0.00611","3.91M","3.47"
"Jan 31, 2017","0.00626","0.00634","0.00660","0.00624","1.60M","-1.28"
"Jan 30, 2017","0.00634","0.00635","0.00639","0.00625","437.54K","-0.19"
"Jan 29, 2017","0.00635","0.00631","0.00645","0.00624","545.78K","0.67"
"Jan 28, 2017","0.00631","0.00636","0.00650","0.00625","370.46K","-0.79"
"Jan 27, 2017","0.00636","0.00632","0.00649","0.00618","464.78K","0.57"
"Jan 26, 2017","0.00632","0.00647","0.00649","0.00620","2.30M","-2.23"
"Jan 25, 2017","0.00647","0.00645","0.00656","0.00642","563.28K","0.29"
"Jan 24, 2017","0.00645","0.00666","0.00669","0.00645","532.21K","-3.17"
"Jan 23, 2017","0.00666","0.00675","0.00676","0.00660","153.91K","-1.33"
"Jan 22, 2017","0.00675","0.00677","0.00679","0.00667","420.96K","-0.21"
"Jan 21, 2017","0.00677","0.00659","0.00689","0.00659","1.32M","2.69"
"Jan 20, 2017","0.00659","0.00669","0.00680","0.00659","2.30M","-1.51"
"Jan 19, 2017","0.00669","0.00673","0.00685","0.00660","1.17M","-0.58"
"Jan 18, 2017","0.00673","0.00670","0.00680","0.00648","3.21M","0.37"
"Jan 17, 2017","0.00670","0.00678","0.00689","0.00641","2.14M","-1.14"
"Jan 16, 2017","0.00678","0.00681","0.00689","0.00670","419.28K","-0.44"
"Jan 15, 2017","0.00681","0.00679","0.00691","0.00670","631.27K","0.22"
"Jan 14, 2017","0.00679","0.00667","0.00700","0.00659","1.08M","1.89"
"Jan 13, 2017","0.00667","0.00636","0.00671","0.00630","1.07M","4.87"
"Jan 12, 2017","0.00636","0.00654","0.00709","0.00630","3.44M","-2.81"
"Jan 11, 2017","0.00654","0.00681","0.00690","0.00625","5.01M","-3.99"
"Jan 10, 2017","0.00681","0.00618","0.00714","0.00618","4.63M","10.35"
"Jan 09, 2017","0.00618","0.00625","0.00634","0.00612","670.28K","-1.20"
"Jan 08, 2017","0.00625","0.00636","0.00646","0.00624","735.49K","-1.76"
"Jan 07, 2017","0.00636","0.00622","0.00646","0.00605","1.06M","2.27"
"Jan 06, 2017","0.00622","0.00628","0.00650","0.00599","3.33M","-0.86"
"Jan 05, 2017","0.00628","0.00641","0.00689","0.00565","9.61M","-2.09"
"Jan 04, 2017","0.00641","0.00641","0.00684","0.00637","888.03K","0.00"
"Jan 03, 2017","0.00641","0.00631","0.00657","0.00622","1.82M","1.57"
"Jan 02, 2017","0.00631","0.00635","0.00642","0.00621","554.90K","-0.54"
"Jan 01, 2017","0.00635","0.00651","0.00660","0.00626","189.01K","-2.53"
"Dec 31, 2016","0.00651","0.00642","0.00674","0.00621","298.92K","1.50"
"Dec 30, 2016","0.00642","0.00647","0.00660","0.00634","263.24K","-0.91"
"Dec 29, 2016","0.00647","0.00624","0.00686","0.00617","533.66K","3.70"
"Dec 28, 2016","0.00624","0.00613","0.00630","0.00610","207.53K","1.76"
"Dec 27, 2016","0.00613","0.00625","0.00644","0.00605","436.16K","-1.84"
"Dec 26, 2016","0.00625","0.00631","0.00662","0.00614","281.89K","-0.95"
"Dec 25, 2016","0.00631","0.00644","0.00655","0.00631","516.06K","-1.99"
"Dec 24, 2016","0.00644","0.00609","0.00646","0.00603","218.03K","5.78"
"Dec 23, 2016","0.00609","0.00638","0.00655","0.00596","375.40K","-4.55"
"Dec 22, 2016","0.00638","0.00656","0.00656","0.00610","173.87K","-2.79"
"Dec 21, 2016","0.00656","0.00654","0.00658","0.00627","427.32K","0.32"
"Dec 20, 2016","0.00654","0.00645","0.00661","0.00638","181.52K","1.36"
"Dec 19, 2016","0.00645","0.00650","0.00662","0.00645","87.96K","-0.77"
"Dec 18, 2016","0.00650","0.00649","0.00666","0.00645","125.57K","0.15"
"Dec 17, 2016","0.00649","0.00669","0.00669","0.00645","403.95K","-3.05"
"Dec 16, 2016","0.00669","0.00663","0.00685","0.00649","148.50K","0.90"
"Dec 15, 2016","0.00663","0.00679","0.00679","0.00654","169.54K","-2.27"
"Dec 14, 2016","0.00679","0.00669","0.00683","0.00656","13.02K","1.48"
"Dec 13, 2016","0.00669","0.00670","0.00682","0.00656","345.97K","-0.16"
"Dec 12, 2016","0.00670","0.00677","0.00681","0.00670","6.42K","-0.98"
"Dec 11, 2016","0.00677","0.00674","0.00679","0.00660","76.30K","0.36"
"Dec 10, 2016","0.00674","0.00693","0.00695","0.00666","131.85K","-2.73"
"Dec 09, 2016","0.00693","0.00700","0.00724","0.00680","61.49K","-0.93"
"Dec 08, 2016","0.00700","0.00700","0.00729","0.00681","140.38K","0.00"
"Dec 07, 2016","0.00700","0.00670","0.00710","0.00645","258.95K","4.48"
"Dec 06, 2016","0.00670","0.00630","0.00670","0.00630","254.64K","6.28"
"Dec 05, 2016","0.00630","0.00642","0.00657","0.00630","66.14K","-1.85"
"Dec 04, 2016","0.00642","0.00666","0.00666","0.00642","233.80K","-3.50"
"Dec 03, 2016","0.00666","0.00656","0.00669","0.00653","351.08K","1.49"
"Dec 02, 2016","0.00656","0.00660","0.00670","0.00644","1.00M","-0.70"
"Dec 01, 2016","0.00660","0.00679","0.00704","0.00654","285.32K","-2.81"
"Nov 30, 2016","0.00679","0.00672","0.00686","0.00651","155.27K","1.12"
"Nov 29, 2016","0.00672","0.00676","0.00687","0.00672","171.74K","-0.61"
"Nov 28, 2016","0.00676","0.00685","0.00704","0.00676","101.98K","-1.23"
"Nov 27, 2016","0.00685","0.00697","0.00704","0.00678","147.81K","-1.81"
"Nov 26, 2016","0.00697","0.00682","0.00697","0.00675","5.58K","2.23"
"Nov 25, 2016","0.00682","0.00687","0.00697","0.00677","279.94K","-0.74"
"Nov 24, 2016","0.00687","0.00704","0.00714","0.00675","948.07K","-2.48"
"Nov 23, 2016","0.00704","0.00738","0.00740","0.00686","647.35K","-4.51"
"Nov 22, 2016","0.00738","0.00740","0.00757","0.00720","676.11K","-0.30"
"Nov 21, 2016","0.00740","0.00765","0.00766","0.00740","201.19K","-3.27"
"Nov 20, 2016","0.00765","0.00769","0.00769","0.00730","691.29K","-0.51"
"Nov 19, 2016","0.00769","0.00780","0.00780","0.00760","289.05K","-1.42"
"Nov 18, 2016","0.00780","0.00781","0.00781","0.00760","20.28K","-0.12"
"Nov 17, 2016","0.00781","0.00770","0.00790","0.00760","456.48K","1.42"
"Nov 16, 2016","0.00770","0.00771","0.00815","0.00760","895.29K","-0.13"
"Nov 15, 2016","0.00771","0.00790","0.00801","0.00771","507.21K","-4.57"
"Nov 14, 2016","0.00808","0.00803","0.00815","0.00792","273.44K","0.64"
"Nov 13, 2016","0.00803","0.00811","0.00815","0.00790","127.57K","-1.00"
"Nov 12, 2016","0.00811","0.00802","0.00827","0.00798","244.10K","1.10"
"Nov 11, 2016","0.00802","0.00815","0.00819","0.00787","85.20K","-1.62"
"Nov 10, 2016","0.00815","0.00818","0.00827","0.00805","186.14K","-0.32"
"Nov 09, 2016","0.00818","0.00826","0.00835","0.00775","728.57K","-1.02"
"Nov 08, 2016","0.00826","0.00826","0.00848","0.00802","320.97K","0.00"
"Nov 07, 2016","0.00826","0.00807","0.00830","0.00801","111.50K","2.35"
"Nov 06, 2016","0.00807","0.00821","0.00835","0.00807","126.52K","-1.71"
"Nov 05, 2016","0.00821","0.00820","0.00832","0.00815","146.89K","0.12"
"Nov 04, 2016","0.00820","0.00814","0.00829","0.00808","64.18K","0.68"
"Nov 03, 2016","0.00814","0.00823","0.00844","0.00800","810.56K","-0.97"
"Nov 02, 2016","0.00823","0.00803","0.00836","0.00791","209.76K","2.45"
"Nov 01, 2016","0.00803","0.00798","0.00840","0.00784","665.35K","0.61"
"Oct 31, 2016","0.00798","0.00802","0.00841","0.00790","542.25K","-0.55"
"Oct 30, 2016","0.00802","0.00773","0.00844","0.00759","2.24M","3.76"
"Oct 29, 2016","0.00773","0.00780","0.00809","0.00725","1.20M","-0.87"
"Oct 28, 2016","0.00780","0.00829","0.00850","0.00771","1.27M","-5.91"
"Oct 27, 2016","0.00829","0.00877","0.00878","0.00806","1.31M","-5.52"
"Oct 26, 2016","0.00877","0.00890","0.00899","0.00865","33.51K","-1.44"
"Oct 25, 2016","0.00890","0.00886","0.00921","0.00880","76.50K","0.47"
"Oct 24, 2016","0.00886","0.00890","0.00949","0.00886","355.61K","-0.48"
"Oct 23, 2016","0.00890","0.00888","0.00915","0.00879","217.89K","0.26"
"Oct 22, 2016","0.00888","0.00910","0.00910","0.00876","293.04K","-2.40"
"Oct 21, 2016","0.00910","0.00920","0.00930","0.00866","445.62K","-1.11"
"Oct 20, 2016","0.00920","0.00857","0.00935","0.00857","1.52M","7.34"
"Oct 19, 2016","0.00857","0.00840","0.00879","0.00835","378.47K","2.04"
"Oct 18, 2016","0.00840","0.00808","0.00844","0.00800","166.00K","3.96"
"Oct 17, 2016","0.00808","0.00803","0.00833","0.00790","1.41M","0.62"
"Oct 16, 2016","0.00803","0.00800","0.00818","0.00796","884.78K","0.39"
"Oct 15, 2016","0.00800","0.00812","0.00840","0.00800","416.44K","-1.49"
"Oct 14, 2016","0.00812","0.00798","0.00832","0.00784","558.01K","1.74"
"Oct 13, 2016","0.00798","0.00792","0.00798","0.00764","79.46K","0.76"
"Oct 12, 2016","0.00792","0.00781","0.00823","0.00769","1.03M","1.37"
"Oct 11, 2016","0.00781","0.00806","0.00859","0.00764","528.45K","-3.10"
"Oct 10, 2016","0.00806","0.00745","0.00900","0.00745","771.14K","8.24"
"Oct 09, 2016","0.00745","0.00745","0.00780","0.00733","646.39K","0.00"
"Oct 08, 2016","0.00745","0.00737","0.00745","0.00715","108.40K","1.09"
"Oct 07, 2016","0.00737","0.00750","0.00780","0.00725","299.52K","-1.73"
"Oct 06, 2016","0.00750","0.00726","0.00765","0.00709","372.69K","3.31"
"Oct 05, 2016","0.00726","0.00780","0.00801","0.00726","681.84K","-6.97"
"Oct 04, 2016","0.00780","0.00817","0.00818","0.00780","307.52K","-4.52"
"Oct 03, 2016","0.00817","0.00795","0.00840","0.00795","514.05K","2.75"
"Oct 02, 2016","0.00795","0.00798","0.00840","0.00795","243.48K","-0.40"
"Oct 01, 2016","0.00798","0.00860","0.00886","0.00788","1.13M","-7.19"
"Sep 30, 2016","0.00860","0.00910","0.00950","0.00856","1.98M","-5.46"
"Sep 29, 2016","0.00910","0.00867","0.00936","0.00867","1.50M","4.95"
"Sep 28, 2016","0.00867","0.00840","0.00926","0.00820","1.12M","3.13"
"Sep 27, 2016","0.00840","0.00770","0.00854","0.00765","631.67K","9.16"
"Sep 26, 2016","0.00770","0.00817","0.00890","0.00769","1.07M","-5.71"
"Sep 25, 2016","0.00817","0.00750","0.00818","0.00720","681.08K","8.88"
"Sep 24, 2016","0.00750","0.00740","0.00750","0.00722","328.11K","1.35"
"Sep 23, 2016","0.00740","0.00685","0.00745","0.00674","1.21M","8.06"
"Sep 22, 2016","0.00685","0.00680","0.00706","0.00676","133.44K","0.63"
"Sep 21, 2016","0.00680","0.00683","0.00715","0.00664","882.22K","-0.29"
"Sep 20, 2016","0.00683","0.00696","0.00696","0.00670","929.24K","-1.91"
"Sep 19, 2016","0.00696","0.00700","0.00746","0.00674","68.06K","-0.59"
"Sep 18, 2016","0.00700","0.00708","0.00708","0.00673","559.95K","-1.12"
"Sep 17, 2016","0.00708","0.00720","0.00747","0.00695","1.02M","-1.69"
"Sep 16, 2016","0.00720","0.00910","0.00913","0.00677","2.92M","-20.88"
"Sep 15, 2016","0.00910","0.00606","0.01150","0.00606","7.99M","50.21"
"Sep 14, 2016","0.00606","0.00592","0.00648","0.00591","344.70K","2.38"
"Sep 13, 2016","0.00592","0.00590","0.00604","0.00582","93.54K","0.31"
"Sep 12, 2016","0.00590","0.00582","0.00610","0.00579","160.19K","1.27"
"Sep 11, 2016","0.00582","0.00592","0.00599","0.00581","105.68K","-1.55"
"Sep 10, 2016","0.00592","0.00603","0.00603","0.00585","153.02K","-1.87"
"Sep 09, 2016","0.00603","0.00594","0.00603","0.00585","259.03K","1.52"
"Sep 08, 2016","0.00594","0.00588","0.00610","0.00586","225.55K","0.97"
"Sep 07, 2016","0.00588","0.00597","0.00599","0.00586","229.86K","-1.37"
"Sep 06, 2016","0.00597","0.00593","0.00605","0.00587","392.37K","0.66"
"Sep 05, 2016","0.00593","0.00595","0.00608","0.00585","358.32K","-0.35"
"Sep 04, 2016","0.00595","0.00603","0.00616","0.00585","1.48M","-1.38"
"Sep 03, 2016","0.00603","0.00602","0.00624","0.00585","989.90K","0.12"
"Sep 02, 2016","0.00602","0.00595","0.00605","0.00590","201.22K","1.26"
"Sep 01, 2016","0.00595","0.00600","0.00603","0.00590","599.74K","-0.87"
"Aug 31, 2016","0.00600","0.00600","0.00610","0.00589","542.66K","0.00"
"Aug 30, 2016","0.00600","0.00650","0.00670","0.00590","102.85K","-7.69"
"Aug 29, 2016","0.00650","0.00606","0.00650","0.00585","496.76K","7.31"
"Aug 28, 2016","0.00606","0.00590","0.00617","0.00585","657.65K","2.66"
"Aug 27, 2016","0.00590","0.00591","0.00609","0.00590","598.11K","-0.14"
"Aug 26, 2016","0.00591","0.00620","0.00620","0.00590","18.34K","-4.71"
"Aug 25, 2016","0.00620","0.00615","0.00625","0.00595","60.18K","0.83"
"Aug 24, 2016","0.00615","0.00575","0.00617","0.00575","181.86K","6.94"
"Aug 23, 2016","0.00575","0.00565","0.00613","0.00565","66.18K","1.73"
"Aug 22, 2016","0.00565","0.00604","0.00613","0.00562","566.27K","-6.42"
"Aug 21, 2016","0.00604","0.00620","0.00620","0.00591","228.87K","-2.64"
"Aug 20, 2016","0.00620","0.00606","0.00624","0.00605","4.31K","2.29"
"Aug 19, 2016","0.00606","0.00591","0.00644","0.00591","200.79K","2.67"
"Aug 18, 2016","0.00591","0.00610","0.00615","0.00591","173.84K","-3.16"
"Aug 17, 2016","0.00610","0.00615","0.00621","0.00595","156.79K","-0.81"
"Aug 16, 2016","0.00615","0.00620","0.00633","0.00581","983.45K","-0.81"
"Aug 15, 2016","0.00620","0.00594","0.00620","0.00585","274.14K","4.31"
"Aug 14, 2016","0.00594","0.00618","0.00624","0.00500","249.75K","-3.82"
"Aug 13, 2016","0.00618","0.00605","0.00623","0.00600","126.97K","2.15"
"Aug 12, 2016","0.00605","0.00611","0.00630","0.00604","92.31K","-0.92"
"Aug 11, 2016","0.00611","0.00624","0.00630","0.00610","72.68K","-2.15"
"Aug 10, 2016","0.00624","0.00625","0.00650","0.00614","1.10M","-0.16"
"Aug 09, 2016","0.00625","0.00600","0.00656","0.00593","746.70K","4.17"
"Aug 08, 2016","0.00600","0.00620","0.00641","0.00600","555.26K","-3.23"
"Aug 07, 2016","0.00620","0.00630","0.00650","0.00605","441.77K","-1.59"
"Aug 06, 2016","0.00630","0.00590","0.00688","0.00590","1.49M","6.78"
"Aug 05, 2016","0.00590","0.00612","0.00612","0.00575","46.46K","-3.55"
"Aug 04, 2016","0.00612","0.00562","0.00645","0.00532","661.30K","8.84"
"Aug 03, 2016","0.00562","0.00569","0.00585","0.00509","415.72K","-1.32"
"Aug 02, 2016","0.00569","0.00574","0.00595","0.00480","878.96K","-0.82"
"Aug 01, 2016","0.00574","0.00600","0.00600","0.00574","150.63K","-4.30"
"Jul 31, 2016","0.00600","0.00620","0.00620","0.00580","66.57K","-3.23"
"Jul 30, 2016","0.00620","0.00620","0.00620","0.00591","14.51K","0.00"
"Jul 29, 2016","0.00620","0.00601","0.00620","0.00580","216.01K","3.20"
"Jul 28, 2016","0.00601","0.00595","0.00615","0.00580","552.96K","0.94"
"Jul 27, 2016","0.00595","0.00580","0.00611","0.00578","189.15K","2.71"
"Jul 26, 2016","0.00580","0.00624","0.00650","0.00575","609.23K","-7.18"
"Jul 25, 2016","0.00624","0.00629","0.00630","0.00605","90.14K","-0.68"
"Jul 24, 2016","0.00629","0.00640","0.00650","0.00610","450.27K","-1.78"
"Jul 23, 2016","0.00640","0.00624","0.00642","0.00620","12.43K","2.53"
"Jul 22, 2016","0.00624","0.00649","0.00653","0.00622","377.80K","-3.85"
"Jul 21, 2016","0.00649","0.00640","0.00649","0.00640","377.79K","1.44"
"Jul 20, 2016","0.00640","0.00644","0.00654","0.00628","352.74K","-0.67"
"Jul 19, 2016","0.00644","0.00650","0.00661","0.00642","1.12M","-0.88"
"Jul 18, 2016","0.00650","0.00673","0.00673","0.00650","15.73K","-3.45"
"Jul 17, 2016","0.00673","0.00671","0.00688","0.00648","255.14K","0.37"
"Jul 16, 2016","0.00671","0.00653","0.00683","0.00651","427.36K","2.69"
"Jul 15, 2016","0.00653","0.00646","0.00654","0.00636","371.93K","1.13"
"Jul 14, 2016","0.00646","0.00650","0.00650","0.00631","33.85K","-0.65"
"Jul 13, 2016","0.00650","0.00650","0.00650","0.00625","10.94K","0.00"
"Jul 12, 2016","0.00650","0.00624","0.00655","0.00620","1.05M","4.10"
"Jul 11, 2016","0.00624","0.00644","0.00655","0.00624","8.48K","-3.11"
"Jul 10, 2016","0.00644","0.00655","0.00658","0.00625","994.71K","-1.66"
"Jul 09, 2016","0.00655","0.00671","0.00671","0.00616","128.29K","-2.34"
"Jul 08, 2016","0.00671","0.00661","0.00671","0.00620","283.10K","1.45"
"Jul 07, 2016","0.00661","0.00652","0.00661","0.00612","968.90K","1.38"
"Jul 06, 2016","0.00652","0.00643","0.00677","0.00632","827.11K","1.37"
"Jul 05, 2016","0.00643","0.00655","0.00682","0.00643","909.46K","-1.86"
"Jul 04, 2016","0.00655","0.00679","0.00692","0.00611","1.25M","-3.46"
"Jul 03, 2016","0.00679","0.00661","0.00704","0.00655","77.75K","2.71"
"Jul 02, 2016","0.00661","0.00678","0.00714","0.00648","168.60K","-2.51"
"Jul 01, 2016","0.00678","0.00660","0.00720","0.00651","1.76M","2.73"
"Jun 30, 2016","0.00660","0.00696","0.00696","0.00650","2.27M","-5.13"
"Jun 29, 2016","0.00696","0.00725","0.00725","0.00638","405.21K","-3.99"
"Jun 28, 2016","0.00725","0.00630","0.00750","0.00626","2.15M","15.02"
"Jun 27, 2016","0.00630","0.00650","0.00665","0.00630","987.43K","-3.08"
"Jun 26, 2016","0.00650","0.00648","0.00658","0.00630","1.60M","0.32"
"Jun 25, 2016","0.00648","0.00665","0.00665","0.00631","125.28K","-2.57"
"Jun 24, 2016","0.00665","0.00630","0.00672","0.00625","2.46M","5.64"
"Jun 23, 2016","0.00630","0.00680","0.00714","0.00609","5.56M","-7.43"
"Jun 22, 2016","0.00680","0.00580","0.00999","0.00578","10.32M","17.16"
"Jun 21, 2016","0.00580","0.00649","0.00659","0.00580","742.17K","-10.57"
"Jun 20, 2016","0.00649","0.00724","0.00724","0.00640","1.23M","-10.33"
"Jun 19, 2016","0.00724","0.00651","0.00830","0.00635","794.09K","11.23"
"Jun 18, 2016","0.00651","0.00665","0.00685","0.00622","724.10K","-2.14"
"Jun 17, 2016","0.00665","0.00659","0.00700","0.00625","4.45M","0.94"
"Jun 16, 2016","0.00659","0.00660","0.00694","0.00630","1.97M","-0.20"
"Jun 15, 2016","0.00660","0.00730","0.00800","0.00650","864.58K","-9.59"
"Jun 14, 2016","0.00730","0.00581","0.02000","0.00557","9.08M","25.56"
"Jun 13, 2016","0.00581","0.00560","0.00581","0.00547","1.49M","3.84"
"Jun 12, 2016","0.00560","0.00569","0.00578","0.00543","997.52K","-1.60"
"Jun 11, 2016","0.00569","0.00574","0.00578","0.00569","14.84K","0.00"
"Jun 10, 2016","0.00569","0.00567","0.00573","0.00561","51.66K","0.32"
"Jun 09, 2016","0.00567","0.00574","0.00579","0.00567","7.26K","-1.15"
"Jun 08, 2016","0.00574","0.00578","0.00580","0.00557","1.11M","-0.73"
"Jun 07, 2016","0.00578","0.00590","0.00590","0.00560","1.86M","-2.00"
"Jun 06, 2016","0.00590","0.00580","0.00590","0.00560","124.82K","1.71"
"Jun 05, 2016","0.00580","0.00589","0.00589","0.00551","116.73K","-1.63"
"Jun 04, 2016","0.00589","0.00585","0.00594","0.00570","89.57K","0.79"
"Jun 03, 2016","0.00585","0.00577","0.00586","0.00565","69.19K","1.30"
"Jun 02, 2016","0.00577","0.00579","0.00582","0.00562","135.63K","-0.28"
"Jun 01, 2016","0.00579","0.00557","0.00579","0.00550","32.98K","3.95"
"May 31, 2016","0.00557","0.00580","0.00580","0.00557","275.14K","-3.95"
"May 30, 2016","0.00580","0.00561","0.00580","0.00541","954.30K","3.31"
"May 29, 2016","0.00561","0.00485","0.00620","0.00485","90.32K","15.66"
"May 28, 2016","0.00485","0.00549","0.00559","0.00485","89.33K","-11.60"
"May 27, 2016","0.00549","0.00570","0.00580","0.00549","12.97K","-3.68"
"May 26, 2016","0.00570","0.00555","0.00570","0.00543","319.42K","2.70"
"May 25, 2016","0.00555","0.00580","0.00590","0.00555","48.69K","-4.31"
"May 24, 2016","0.00580","0.00575","0.00594","0.00575","18.68K","0.85"
"May 23, 2016","0.00575","0.00594","0.00595","0.00568","58.46K","-3.18"
"May 22, 2016","0.00594","0.00595","0.00595","0.00570","230.57K","-0.17"
"May 21, 2016","0.00595","0.00610","0.00610","0.00572","1.77K","-2.38"
"May 20, 2016","0.00610","0.00618","0.00619","0.00575","158.73K","-1.46"
"May 19, 2016","0.00618","0.00576","0.00619","0.00576","709.61K","7.30"
"May 18, 2016","0.00576","0.00599","0.00609","0.00576","25.24K","-3.79"
"May 17, 2016","0.00599","0.00609","0.00610","0.00580","11.62K","-1.64"
"May 16, 2016","0.00609","0.00609","0.00609","0.00609","1.74K","0.00"
"May 15, 2016","0.00609","0.00605","0.00609","0.00582","3.43K","0.69"
"May 14, 2016","0.00605","0.00591","0.00605","0.00571","25.27K","-0.85"
"May 13, 2016","0.00610","0.00612","0.00620","0.00600","744.42K","-0.39"
"May 12, 2016","0.00612","0.00609","0.00623","0.00604","59.50K","0.59"
"May 11, 2016","0.00609","0.00630","0.00630","0.00609","9.86K","-3.27"
"May 10, 2016","0.00630","0.00640","0.00640","0.00621","2.95K","-1.64"
"May 09, 2016","0.00640","0.00630","0.00641","0.00630","2.24K","1.54"
"May 08, 2016","0.00630","0.00634","0.00652","0.00630","2.66K","-0.65"
"May 07, 2016","0.00634","0.00630","0.00653","0.00630","3.59K","0.67"
"May 06, 2016","0.00630","0.00612","0.00653","0.00612","173.46K","3.04"
"May 05, 2016","0.00612","0.00626","0.00626","0.00611","76.41K","-2.33"
"May 04, 2016","0.00626","0.00646","0.00659","0.00616","164.66K","-2.99"
"May 03, 2016","0.00646","0.00669","0.00669","0.00646","0.73K","-3.45"
"May 02, 2016","0.00669","0.00658","0.00672","0.00647","225.97K","1.56"
"May 01, 2016","0.00658","0.00688","0.00688","0.00658","0.01K","-4.33"
"Apr 30, 2016","0.00688","0.00686","0.00688","0.00658","0.05K","0.34"
"Apr 29, 2016","0.00686","0.00673","0.00686","0.00668","0.71K","1.83"
"Apr 28, 2016","0.00673","0.00661","0.00673","0.00642","10.12K","1.83"
"Apr 27, 2016","0.00661","0.00693","0.00700","0.00661","26.27K","-4.56"
"Apr 26, 2016","0.00693","0.00727","0.00727","0.00693","2.26K","-4.73"
"Apr 25, 2016","0.00727","0.00722","0.00743","0.00720","10.91K","0.68"
"Apr 24, 2016","0.00722","0.00736","0.00747","0.00704","4.55K","-1.79"
"Apr 23, 2016","0.00736","0.00736","0.00747","0.00736","4.58K","0.00"
"Apr 22, 2016","0.00736","0.00730","0.00749","0.00693","4.39K","0.78"
"Apr 21, 2016","0.00730","0.00695","0.00776","0.00695","9.86K","5.02"
"Apr 20, 2016","0.00695","0.00704","0.00756","0.00687","127.11K","-1.24"
"Apr 19, 2016","0.00704","0.00671","0.00721","0.00671","11.50K","4.87"
"Apr 18, 2016","0.00671","0.00663","0.00720","0.00644","22.21K","1.15"
"Apr 17, 2016","0.00663","0.00655","0.00663","0.00618","11.84K","1.31"
"Apr 16, 2016","0.00655","0.00654","0.00655","0.00650","4.64K","0.00"
"Apr 15, 2016","0.00654","0.00637","0.00654","0.00609","2.47K","2.78"
"Apr 14, 2016","0.00637","0.00594","0.00637","0.00557","27.46K","7.13"
"Apr 13, 2016","0.00594","0.00599","0.00599","0.00557","6.53K","-0.87"
"Apr 12, 2016","0.00599","0.00623","0.00637","0.00570","280.73K","-3.77"
"Apr 11, 2016","0.00623","0.00610","0.00649","0.00586","10.16K","2.13"
"Apr 10, 2016","0.00610","0.00622","0.00625","0.00568","66.69K","-1.96"
"Apr 09, 2016","0.00622","0.00654","0.00686","0.00600","87.86K","-4.88"
"Apr 08, 2016","0.00654","0.00683","0.00687","0.00654","1.45K","-4.20"
"Apr 07, 2016","0.00683","0.00730","0.00730","0.00671","92.92K","-6.52"
"Apr 06, 2016","0.00730","0.00730","0.00740","0.00715","34.96K","0.00"
"Apr 05, 2016","0.00730","0.00740","0.00747","0.00730","29.20K","-1.34"
"Apr 04, 2016","0.00740","0.00748","0.00759","0.00740","24.15K","-1.04"
"Apr 03, 2016","0.00748","0.00757","0.00759","0.00735","134.03K","-1.22"
"Apr 02, 2016","0.00757","0.00750","0.00757","0.00722","295.85K","0.93"
"Apr 01, 2016","0.00750","0.00731","0.00750","0.00707","3.94K","1.42"
"Mar 31, 2016","0.00740","0.00736","0.00758","0.00736","60.50K","4.08"
"Mar 30, 2016","0.00710","0.00750","0.00785","0.00690","80.26K","-5.27"
"Mar 29, 2016","0.00750","0.00733","0.00785","0.00720","41.44K","2.33"
"Mar 28, 2016","0.00733","0.00786","0.00812","0.00715","240.87K","-6.79"
"Mar 27, 2016","0.00786","0.00813","0.00813","0.00786","80.99K","-3.26"
"Mar 26, 2016","0.00813","0.00821","0.00821","0.00800","1.26K","-1.02"
"Mar 25, 2016","0.00821","0.00842","0.00842","0.00800","4.80K","-2.48"
"Mar 24, 2016","0.00842","0.00838","0.00845","0.00807","8.55K","0.48"
"Mar 23, 2016","0.00838","0.00792","0.00851","0.00792","22.39K","5.89"
"Mar 22, 2016","0.00792","0.00792","0.00813","0.00790","77.87K","0.00"
"Mar 21, 2016","0.00792","0.00778","0.00813","0.00778","308.66K","1.80"
"Mar 20, 2016","0.00778","0.00782","0.00813","0.00778","138.88K","-0.51"
"Mar 19, 2016","0.00782","0.00828","0.00828","0.00782","17.38K","-5.58"
"Mar 18, 2016","0.00828","0.00810","0.00842","0.00790","1.23K","2.25"
"Mar 17, 2016","0.00810","0.00819","0.00842","0.00790","42.79K","-1.14"
"Mar 16, 2016","0.00819","0.00787","0.00836","0.00787","20.85K","4.10"
"Mar 15, 2016","0.00787","0.00830","0.00838","0.00720","458.27K","-5.18"
"Mar 14, 2016","0.00830","0.00818","0.00887","0.00810","19.31K","1.44"
"Mar 13, 2016","0.00818","0.00814","0.00889","0.00810","0.62K","0.52"
"Mar 12, 2016","0.00814","0.00922","0.00922","0.00810","78.23K","-11.69"
"Mar 11, 2016","0.00922","0.00820","0.00969","0.00820","25.82K","12.40"
"Mar 10, 2016","0.00820","0.00810","0.00863","0.00800","59.13K","1.25"
"Mar 09, 2016","0.00810","0.00780","0.00848","0.00765","27.05K","3.85"
"Mar 08, 2016","0.00780","0.00767","0.00796","0.00764","34.48K","1.67"
